n,Raf,IA_T2F,IB_T2F,IC_T2F,IA_TRIF,IB_TRIF,IC_TRIF
754,754,12.58518,8.591467e-06,12.58518,7.83815,1.590698,1.439011
755,755,12.57124,8.591452e-06,12.57123,7.828849,1.590698,1.43902
756,756,12.55733,8.591436e-06,12.55732,7.81957,1.590699,1.43903
757,757,12.54345,8.591421e-06,12.54344,7.810314,1.5907,1.439039
758,758,12.5296,8.591405e-06,12.52959,7.801081,1.590701,1.439049
759,759,12.51578,8.59139e-06,12.51578,7.79187,1.590702,1.439058
760,760,12.50199,8.591374e-06,12.50199,7.782681,1.590703,1.439067
761,761,12.48823,8.592851e-06,12.48823,7.773515,1.590704,1.439077
762,762,12.4745,8.591344e-06,12.4745,7.764371,1.590705,1.439086
763,763,12.46081,8.591328e-06,12.4608,7.755249,1.590706,1.439096
764,764,12.44714,8.591313e-06,12.44713,7.74615,1.590707,1.439105
765,765,12.4335,8.591298e-06,12.43349,7.737072,1.590708,1.439114
766,766,12.41989,8.591283e-06,12.41988,7.728017,1.590708,1.439123
767,767,12.40631,8.591268e-06,12.4063,7.718983,1.590709,1.439133
768,768,12.39276,8.591253e-06,12.39275,7.709971,1.59071,1.439142
769,769,12.37924,8.591238e-06,12.37923,7.700981,1.590711,1.439151
770,770,12.36574,8.591223e-06,12.36574,7.692012,1.590712,1.43916
771,771,12.35228,8.591208e-06,12.35228,7.683065,1.590713,1.439169
772,772,12.33885,8.591712e-06,12.33884,7.67414,1.590714,1.439178
773,773,12.32544,8.591704e-06,12.32544,7.665236,1.590715,1.439187
774,774,12.31207,8.590657e-06,12.31206,7.656353,1.590716,1.439197
775,775,12.29872,8.589612e-06,12.29872,7.647492,1.590717,1.439206
776,776,12.2854,8.590643e-06,12.2854,7.638652,1.590718,1.439215
777,777,12.27211,8.59112e-06,12.27211,7.629832,1.590719,1.439224
778,778,12.25885,8.591106e-06,12.25885,7.621034,1.590719,1.439233
779,779,12.24562,8.590622e-06,12.24562,7.612257,1.59072,1.439242
780,780,12.23242,8.589581e-06,12.23241,7.603501,1.590721,1.43925
781,781,12.21924,8.591062e-06,12.21924,7.594766,1.590722,1.439259
782,782,12.20609,8.591048e-06,12.20609,7.586051,1.590723,1.439268
783,783,12.19297,8.591034e-06,12.19297,7.577357,1.590724,1.439277
784,784,12.17988,8.59102e-06,12.17988,7.568684,1.590725,1.439286
785,785,12.16682,8.591609e-06,12.16681,7.560031,1.590726,1.439295
786,786,12.15378,8.589544e-06,12.15378,7.551399,1.590727,1.439304
787,787,12.14077,8.588511e-06,12.14077,7.542787,1.590728,1.439312
788,788,12.12779,8.591586e-06,12.12779,7.534195,1.590729,1.439321
789,789,12.11484,8.590949e-06,12.11483,7.525624,1.59073,1.43933
790,790,12.10191,8.590935e-06,12.10191,7.517072,1.590731,1.439339
791,791,12.08901,8.590921e-06,12.08901,7.508541,1.590732,1.439347
792,792,12.07614,8.590907e-06,12.07614,7.50003,1.590732,1.439356
793,793,12.0633,8.589502e-06,12.06329,7.491539,1.590733,1.439365
794,794,12.05048,8.59088e-06,12.05048,7.483068,1.590734,1.439373
795,795,12.03769,8.590511e-06,12.03769,7.474617,1.590735,1.439382
796,796,12.02493,8.590852e-06,12.02493,7.466185,1.590736,1.439391
797,797,12.01219,8.590838e-06,12.01219,7.457773,1.590737,1.439399
798,798,11.99948,8.590825e-06,11.99948,7.449381,1.590738,1.439408
799,799,11.9868,8.591502e-06,11.9868,7.441009,1.590739,1.439416
800,800,11.97415,8.589461e-06,11.97414,7.432655,1.59074,1.439425
801,801,11.96152,8.590784e-06,11.96151,7.424322,1.590741,1.439433
802,802,11.94891,8.590771e-06,11.94891,7.416007,1.590742,1.439442
803,803,11.93634,8.590757e-06,11.93633,7.407712,1.590743,1.43945
804,804,11.92379,8.590744e-06,11.92378,7.399436,1.590744,1.439459
805,805,11.91126,8.59073e-06,11.91126,7.39118,1.590745,1.439467
806,806,11.89876,8.590717e-06,11.89876,7.382942,1.590745,1.439475
807,807,11.88629,8.590704e-06,11.88629,7.374724,1.590746,1.439484
808,808,11.87385,8.590691e-06,11.87384,7.366524,1.590747,1.439492
809,809,11.86143,8.590678e-06,11.86142,7.358343,1.590748,1.439501
810,810,11.84903,8.590664e-06,11.84903,7.350182,1.590749,1.439509
811,811,11.83666,8.590651e-06,11.83666,7.342039,1.59075,1.439517
812,812,11.82432,8.591406e-06,11.82432,7.333914,1.590751,1.439525
813,813,11.812,8.590392e-06,11.812,7.325809,1.590752,1.439534
814,814,11.79971,8.590612e-06,11.79971,7.317722,1.590753,1.439542
815,815,11.78744,8.590599e-06,11.78744,7.309653,1.590754,1.43955
816,816,11.7752,8.590586e-06,11.7752,7.301603,1.590755,1.439558
817,817,11.76299,8.590366e-06,11.76298,7.293571,1.590756,1.439567
818,818,11.7508,8.590561e-06,11.75079,7.285558,1.590757,1.439575
819,819,11.73863,8.591355e-06,11.73863,7.277563,1.590758,1.439583
820,820,11.72649,8.591348e-06,11.72649,7.269586,1.590759,1.439591
821,821,11.71437,8.590522e-06,11.71437,7.261628,1.590759,1.439599
822,822,11.70228,8.589335e-06,11.70228,7.253687,1.59076,1.439607
823,823,11.69022,8.590327e-06,11.69021,7.245765,1.590761,1.439615
824,824,11.67817,8.590485e-06,11.67817,7.23786,1.590762,1.439623
825,825,11.66616,8.590315e-06,11.66615,7.229974,1.590763,1.439631
826,826,11.65417,8.590308e-06,11.65416,7.222105,1.590764,1.439639
827,827,11.6422,8.591297e-06,11.64219,7.214254,1.590765,1.439647
828,828,11.63025,8.590435e-06,11.63025,7.206421,1.590766,1.439655
829,829,11.61834,8.590422e-06,11.61833,7.198605,1.590767,1.439663
830,830,11.60644,8.59041e-06,11.60644,7.190807,1.590768,1.439671
831,831,11.59457,8.590398e-06,11.59457,7.183027,1.590769,1.439679
832,832,11.58272,8.591262e-06,11.58272,7.175264,1.59077,1.439687
833,833,11.5709,8.591255e-06,11.5709,7.167519,1.590771,1.439695
834,834,11.5591,8.590361e-06,11.5591,7.159791,1.590772,1.439703
835,835,11.54733,8.591241e-06,11.54732,7.15208,1.590773,1.439711
836,836,11.53558,8.590336e-06,11.53557,7.144387,1.590773,1.439719
837,837,11.52385,8.590324e-06,11.52385,7.136711,1.590774,1.439726
838,838,11.51215,8.590312e-06,11.51214,7.129052,1.590775,1.439734
839,839,11.50047,8.5903e-06,11.50046,7.12141,1.590776,1.439742
840,840,11.48881,8.590288e-06,11.48881,7.113785,1.590777,1.43975
841,841,11.47718,8.590276e-06,11.47717,7.106177,1.590778,1.439758
842,842,11.46557,8.590264e-06,11.46556,7.098586,1.590779,1.439765
843,843,11.45398,8.590252e-06,11.45398,7.091012,1.59078,1.439773
844,844,11.44242,8.590241e-06,11.44241,7.083455,1.590781,1.439781
845,845,11.43088,8.590229e-06,11.43087,7.075915,1.590782,1.439788
846,846,11.41936,8.591165e-06,11.41936,7.068391,1.590783,1.439796
847,847,11.40787,8.593119e-06,11.40786,7.060884,1.590784,1.439804
848,848,11.3964,8.591151e-06,11.39639,7.053394,1.590785,1.439811
849,849,11.38495,8.590166e-06,11.38495,7.04592,1.590786,1.439819
850,850,11.37353,8.59017e-06,11.37352,7.038462,1.590787,1.439827
851,851,11.36212,8.590159e-06,11.36212,7.031022,1.590787,1.439834
852,852,11.35074,8.590147e-06,11.35074,7.023597,1.590788,1.439842
853,853,11.33939,8.590136e-06,11.33938,7.016189,1.590789,1.439849
854,854,11.32805,8.590124e-06,11.32805,7.008797,1.59079,1.439857
855,855,11.31674,8.590113e-06,11.31674,7.001422,1.590791,1.439864
856,856,11.30545,8.590101e-06,11.30545,6.994062,1.590792,1.439872
857,857,11.29419,8.59009e-06,11.29418,6.986719,1.590793,1.439879
858,858,11.28294,8.590078e-06,11.28294,6.979392,1.590794,1.439887
859,859,11.27172,8.592048e-06,11.27172,6.972081,1.590795,1.439894
860,860,11.26052,8.59204e-06,11.26051,6.964785,1.590796,1.439902
861,861,11.24934,8.590095e-06,11.24934,6.957506,1.590797,1.439909
862,862,11.23819,8.589121e-06,11.23818,6.950243,1.590798,1.439916
863,863,11.22705,8.590022e-06,11.22705,6.942995,1.590799,1.439924
864,864,11.21594,8.590011e-06,11.21593,6.935764,1.5908,1.439931
865,865,11.20485,8.59e-06,11.20484,6.928548,1.5908,1.439939
866,866,11.19378,8.590065e-06,11.19378,6.921347,1.590801,1.439946
867,867,11.18273,8.590059e-06,11.18273,6.914163,1.590802,1.439953
868,868,11.17171,8.58909e-06,11.1717,6.906993,1.590803,1.43996
869,869,11.16071,8.589955e-06,11.1607,6.89984,1.590804,1.439968
870,870,11.14972,8.589944e-06,11.14972,6.892702,1.590805,1.439975
871,871,11.13876,8.589933e-06,11.13876,6.885579,1.590806,1.439982
872,872,11.12782,8.589922e-06,11.12782,6.878472,1.590807,1.43999
873,873,11.11691,8.590985e-06,11.1169,6.87138,1.590808,1.439997
874,874,11.10601,8.590019e-06,11.10601,6.864303,1.590809,1.440004
875,875,11.09513,8.58989e-06,11.09513,6.857242,1.59081,1.440011
876,876,11.08428,8.589879e-06,11.08428,6.850195,1.590811,1.440018
877,877,11.07345,8.589868e-06,11.07344,6.843164,1.590812,1.440025
878,878,11.06264,8.589858e-06,11.06263,6.836148,1.590813,1.440033
879,879,11.05184,8.589847e-06,11.05184,6.829147,1.590814,1.44004
880,880,11.04107,8.589985e-06,11.04107,6.822161,1.590814,1.440047
881,881,11.03033,8.589826e-06,11.03032,6.81519,1.590815,1.440054
882,882,11.0196,8.589815e-06,11.01959,6.808234,1.590816,1.440061
883,883,11.00889,8.589804e-06,11.00889,6.801293,1.590817,1.440068
884,884,10.9982,8.589962e-06,10.9982,6.794366,1.590818,1.440075
885,885,10.98754,8.589783e-06,10.98753,6.787454,1.590819,1.440082
886,886,10.97689,8.589001e-06,10.97689,6.780558,1.59082,1.440089
887,887,10.96627,8.590895e-06,10.96626,6.773675,1.590821,1.440096
888,888,10.95566,8.589752e-06,10.95566,6.766808,1.590822,1.440103
889,889,10.94508,8.589742e-06,10.94507,6.759954,1.590823,1.44011
890,890,10.93451,8.589731e-06,10.93451,6.753116,1.590824,1.440117
891,891,10.92397,8.589721e-06,10.92396,6.746292,1.590825,1.440124
892,892,10.91344,8.589711e-06,10.91344,6.739482,1.590826,1.440131
893,893,10.90294,8.588967e-06,10.90294,6.732687,1.590826,1.440138
894,894,10.89246,8.587075e-06,10.89245,6.725906,1.590827,1.440145
895,895,10.88199,8.58968e-06,10.88199,6.71914,1.590828,1.440152
896,896,10.87155,8.58967e-06,10.87155,6.712387,1.590829,1.440159
897,897,10.86113,8.590832e-06,10.86112,6.705649,1.59083,1.440165
898,898,10.85072,8.588002e-06,10.85072,6.698925,1.590831,1.440172
899,899,10.84034,8.589639e-06,10.84034,6.692216,1.590832,1.440179
900,900,10.82998,8.589874e-06,10.82997,6.68552,1.590833,1.440186
901,901,10.81963,8.589619e-06,10.81963,6.678838,1.590834,1.440193
902,902,10.80931,8.589609e-06,10.8093,6.672171,1.590835,1.4402
903,903,10.799,8.590795e-06,10.799,6.665517,1.590836,1.440206
904,904,10.78872,8.589589e-06,10.78871,6.658877,1.590837,1.440213
905,905,10.77845,8.589579e-06,10.77844,6.652252,1.590838,1.44022
906,906,10.7682,8.58797e-06,10.7682,6.64564,1.590838,1.440227
907,907,10.75797,8.587966e-06,10.75797,6.639042,1.590839,1.440233
908,908,10.74777,8.589549e-06,10.74776,6.632457,1.59084,1.44024
909,909,10.73758,8.58954e-06,10.73757,6.625886,1.590841,1.440247
910,910,10.72741,8.58953e-06,10.7274,6.619329,1.590842,1.440253
911,911,10.71726,8.58952e-06,10.71725,6.612786,1.590843,1.44026
912,912,10.70713,8.58951e-06,10.70712,6.606256,1.590844,1.440267
913,913,10.69701,8.5895e-06,10.69701,6.59974,1.590845,1.440273
914,914,10.68692,8.589491e-06,10.68692,6.593237,1.590846,1.44028
915,915,10.67685,8.589481e-06,10.67684,6.586748,1.590847,1.440286
916,916,10.66679,8.589471e-06,10.66679,6.580272,1.590848,1.440293
917,917,10.65675,8.589462e-06,10.65675,6.573809,1.590849,1.4403
918,918,10.64674,8.589452e-06,10.64673,6.56736,1.590849,1.440306
919,919,10.63674,8.589443e-06,10.63673,6.560924,1.59085,1.440313
920,920,10.62676,8.589767e-06,10.62675,6.554502,1.590851,1.440319
921,921,10.61679,8.589424e-06,10.61679,6.548092,1.590852,1.440326
922,922,10.60685,8.589414e-06,10.60685,6.541696,1.590853,1.440332
923,923,10.59693,8.589405e-06,10.59692,6.535313,1.590854,1.440339
924,924,10.58702,8.589395e-06,10.58702,6.528943,1.590855,1.440345
925,925,10.57713,8.589386e-06,10.57713,6.522586,1.590856,1.440352
926,926,10.56726,8.589377e-06,10.56726,6.516242,1.590857,1.440358
927,927,10.55741,8.589367e-06,10.55741,6.509911,1.590858,1.440365
928,928,10.54758,8.589725e-06,10.54757,6.503593,1.590859,1.440371
929,929,10.53776,8.589349e-06,10.53776,6.497288,1.590859,1.440377
930,930,10.52797,8.589339e-06,10.52796,6.490996,1.59086,1.440384
931,931,10.51819,8.589709e-06,10.51818,6.484717,1.590861,1.44039
932,932,10.50843,8.589321e-06,10.50842,6.47845,1.590862,1.440397
933,933,10.49868,8.590616e-06,10.49868,6.472196,1.590863,1.440403
934,934,10.48896,8.589694e-06,10.48895,6.465955,1.590864,1.440409
935,935,10.47925,8.590605e-06,10.47925,6.459727,1.590865,1.440416
936,936,10.46956,8.590599e-06,10.46956,6.453511,1.590866,1.440422
937,937,10.45989,8.589275e-06,10.45989,6.447308,1.590867,1.440428
938,938,10.45024,8.589266e-06,10.45023,6.441117,1.590868,1.440435
939,939,10.4406,8.589257e-06,10.4406,6.434939,1.590869,1.440441
940,940,10.43099,8.588751e-06,10.43098,6.428774,1.590869,1.440447
941,941,10.42139,8.588747e-06,10.42138,6.42262,1.59087,1.440453
942,942,10.4118,8.588743e-06,10.4118,6.41648,1.590871,1.44046
943,943,10.40224,8.590559e-06,10.40223,6.410351,1.590872,1.440466
944,944,10.39269,8.589212e-06,10.39269,6.404235,1.590873,1.440472
945,945,10.38316,8.589203e-06,10.38316,6.398132,1.590874,1.440478
946,946,10.37365,8.589194e-06,10.37364,6.39204,1.590875,1.440485
947,947,10.36415,8.589628e-06,10.36415,6.385961,1.590876,1.440491
948,948,10.35467,8.589176e-06,10.35467,6.379894,1.590877,1.440497
949,949,10.34521,8.589168e-06,10.34521,6.373839,1.590878,1.440503
950,950,10.33577,8.589159e-06,10.33576,6.367797,1.590878,1.440509
951,951,10.32634,8.58915e-06,10.32634,6.361766,1.590879,1.440515
952,952,10.31693,8.589141e-06,10.31693,6.355748,1.59088,1.440521
953,953,10.30754,8.589133e-06,10.30753,6.349741,1.590881,1.440528
954,954,10.29816,8.590497e-06,10.29816,6.343747,1.590882,1.440534
955,955,10.2888,8.589589e-06,10.2888,6.337764,1.590883,1.44054
956,956,10.27946,8.589107e-06,10.27946,6.331794,1.590884,1.440546
957,957,10.27014,8.589098e-06,10.27013,6.325835,1.590885,1.440552
958,958,10.26083,8.589089e-06,10.26083,6.319888,1.590886,1.440558
959,959,10.25154,8.589081e-06,10.25153,6.313953,1.590887,1.440564
960,960,10.24226,8.590463e-06,10.24226,6.30803,1.590887,1.44057
961,961,10.23301,8.589559e-06,10.233,6.302118,1.590888,1.440576
962,962,10.22377,8.589055e-06,10.22376,6.296218,1.590889,1.440582
963,963,10.21454,8.589047e-06,10.21454,6.29033,1.59089,1.440588
964,964,10.20533,8.589038e-06,10.20533,6.284453,1.590891,1.440594
965,965,10.19614,8.58903e-06,10.19614,6.278589,1.590892,1.4406
966,966,10.18697,8.589021e-06,10.18696,6.272735,1.590893,1.440606
967,967,10.17781,8.58953e-06,10.1778,6.266893,1.590894,1.440612
968,968,10.16867,8.590419e-06,10.16866,6.261063,1.590895,1.440618
969,969,10.15954,8.588996e-06,10.15954,6.255244,1.590895,1.440624
970,970,10.15043,8.588988e-06,10.15043,6.249437,1.590896,1.44063
971,971,10.14134,8.58862e-06,10.14133,6.243641,1.590897,1.440636
972,972,10.13226,8.588971e-06,10.13225,6.237857,1.590898,1.440641
973,973,10.1232,8.588611e-06,10.12319,6.232083,1.590899,1.440647
974,974,10.11415,8.588607e-06,10.11415,6.226321,1.5909,1.440653
975,975,10.10512,8.588947e-06,10.10512,6.220571,1.590901,1.440659
976,976,10.09611,8.588938e-06,10.09611,6.214832,1.590902,1.440665
977,977,10.08711,8.58893e-06,10.08711,6.209103,1.590903,1.440671
978,978,10.07813,8.590365e-06,10.07813,6.203386,1.590903,1.440676
979,979,10.06917,8.588914e-06,10.06916,6.197681,1.590904,1.440682
980,980,10.06022,8.591241e-06,10.06022,6.191986,1.590905,1.440688
981,981,10.05129,8.590349e-06,10.05128,6.186302,1.590906,1.440694
982,982,10.04237,8.58889e-06,10.04236,6.18063,1.590907,1.4407
983,983,10.03347,8.589454e-06,10.03346,6.174968,1.590908,1.440705
984,984,10.02458,8.588567e-06,10.02458,6.169318,1.590909,1.440711
985,985,10.01571,8.588865e-06,10.01571,6.163678,1.59091,1.440717
986,986,10.00686,8.588857e-06,10.00685,6.15805,1.590911,1.440723
987,987,9.998017,8.58885e-06,9.998012,6.152432,1.590911,1.440728
988,988,9.989193,8.588842e-06,9.989189,6.146825,1.590912,1.440734
989,989,9.980385,8.588834e-06,9.98038,6.141229,1.590913,1.44074
990,990,9.971592,8.588826e-06,9.971588,6.135644,1.590914,1.440745
991,991,9.962814,8.588818e-06,9.96281,6.13007,1.590915,1.440751
992,992,9.954052,8.58881e-06,9.954048,6.124506,1.590916,1.440757
993,993,9.945306,8.588802e-06,9.945302,6.118953,1.590917,1.440762
994,994,9.936574,8.588794e-06,9.93657,6.113411,1.590918,1.440768
995,995,9.927858,8.588786e-06,9.927854,6.107879,1.590918,1.440774
996,996,9.919157,8.587644e-06,9.919153,6.102359,1.590919,1.440779
997,997,9.910472,8.588771e-06,9.910468,6.096848,1.59092,1.440785
998,998,9.901801,8.588763e-06,9.901797,6.091348,1.590921,1.44079
999,999,9.893146,8.588755e-06,9.893141,6.085859,1.590922,1.440796
1000,1000,9.884505,8.588748e-06,9.884501,6.080381,1.590923,1.440802
1001,1001,9.8758796,8.5887401e-06,9.8758755,6.0749124,1.5909237,1.4408071
1002,1002,9.8672691,8.5887324e-06,9.867265,6.0694546,1.5909246,1.4408127
1003,1003,9.8586736,8.5884914e-06,9.8586694,6.0640073,1.5909254,1.4408182
1004,1004,9.8500929,8.5887171e-06,9.8500888,6.0585703,1.5909263,1.4408238
1005,1005,9.8415271,8.5887095e-06,9.841523,6.0531438,1.5909272,1.4408293
1006,1006,9.8329762,8.5887019e-06,9.832972,6.0477275,1.5909281,1.4408348
1007,1007,9.82444,8.5876076e-06,9.8244358,6.0423216,1.5909289,1.4408403
1008,1008,9.8159185,8.5876044e-06,9.8159144,6.036926,1.5909298,1.4408458
1009,1009,9.8074118,8.5867343e-06,9.8074076,6.0315406,1.5909307,1.4408513
1010,1010,9.7989197,8.5875978e-06,9.7989156,6.0261654,1.5909315,1.4408567
1011,1011,9.7904423,8.5858637e-06,9.7904381,6.0208005,1.5909324,1.4408622
1012,1012,9.7819794,8.5886568e-06,9.7819753,6.0154457,1.5909333,1.4408676
1013,1013,9.7735311,8.5886493e-06,9.773527,6.010101,1.5909341,1.4408731
1014,1014,9.7650973,8.5884491e-06,9.7650932,6.0047665,1.590935,1.4408785
1015,1015,9.756678,8.5884453e-06,9.7566739,5.999442,1.5909359,1.4408839
1016,1016,9.7482732,8.5884414e-06,9.748269,5.9941276,1.5909367,1.4408893
1017,1017,9.7398827,8.5886197e-06,9.7398786,5.9888233,1.5909376,1.4408947
1018,1018,9.7315066,8.5886123e-06,9.7315025,5.9835289,1.5909384,1.4409001
1019,1019,9.7231449,8.588605e-06,9.7231407,5.9782445,1.5909393,1.4409055
1020,1020,9.7147974,8.5884263e-06,9.7147933,5.97297,1.5909402,1.4409108
1021,1021,9.7064642,8.5875628e-06,9.7064601,5.9677055,1.590941,1.4409162
1022,1022,9.6981453,8.5875596e-06,9.6981411,5.9624509,1.5909419,1.4409215
1023,1023,9.6898405,8.5875565e-06,9.6898363,5.9572061,1.5909428,1.4409269
1024,1024,9.6815499,8.5885685e-06,9.6815457,5.9519712,1.5909436,1.4409322
1025,1025,9.6732733,8.5885613e-06,9.6732692,5.946746,1.5909445,1.4409375
1026,1026,9.6650109,8.5885541e-06,9.6650067,5.9415307,1.5909453,1.4409428
1027,1027,9.6567625,8.5875439e-06,9.6567583,5.9363251,1.5909462,1.4409481
1028,1028,9.6485281,8.5892522e-06,9.6485239,5.9311293,1.590947,1.4409534
1029,1029,9.6403077,8.5885325e-06,9.6403035,5.9259431,1.5909479,1.4409587
1030,1030,9.6321012,8.5885254e-06,9.632097,5.9207667,1.5909488,1.4409639
1031,1031,9.6239086,8.5885183e-06,9.6239045,5.9155998,1.5909496,1.4409692
1032,1032,9.6157299,8.5885112e-06,9.6157257,5.9104426,1.5909505,1.4409744
1033,1033,9.607565,8.5885041e-06,9.6075609,5.9052951,1.5909513,1.4409797
1034,1034,9.5994139,8.5866705e-06,9.5994098,5.900157,1.5909522,1.4409849
1035,1035,9.5912766,8.5883705e-06,9.5912724,5.8950286,1.590953,1.4409901
1036,1036,9.583153,8.5884829e-06,9.5831488,5.8899096,1.5909539,1.4409953
1037,1037,9.5750431,8.5884759e-06,9.5750389,5.8848002,1.5909547,1.4410005
1038,1038,9.5669469,8.5884689e-06,9.5669427,5.8797002,1.5909556,1.4410057
1039,1039,9.5588642,8.5884619e-06,9.5588601,5.8746097,1.5909564,1.4410109
1040,1040,9.5507952,8.5875038e-06,9.550791,5.8695286,1.5909573,1.4410161
1041,1041,9.5427397,8.5866532e-06,9.5427355,5.8644569,1.5909581,1.4410212
1042,1042,9.5346978,8.588441e-06,9.5346936,5.8593945,1.590959,1.4410264
1043,1043,9.5266693,8.5884341e-06,9.5266651,5.8543415,1.5909598,1.4410315
1044,1044,9.5186543,8.5884272e-06,9.5186501,5.8492978,1.5909607,1.4410367
1045,1045,9.5106527,8.5866434e-06,9.5106485,5.8442634,1.5909615,1.4410418
1046,1046,9.5026644,8.5884135e-06,9.5026603,5.8392383,1.5909624,1.4410469
1047,1047,9.4946896,8.5883268e-06,9.4946854,5.8342224,1.5909632,1.441052
1048,1048,9.486728,8.5866361e-06,9.4867239,5.8292158,1.590964,1.4410571
1049,1049,9.4787798,8.588393e-06,9.4787756,5.8242183,1.5909649,1.4410622
1050,1050,9.4708448,8.5883862e-06,9.4708406,5.81923,1.5909657,1.4410672
1051,1051,9.462923,8.5883794e-06,9.4629188,5.8142509,1.5909666,1.4410723
1052,1052,9.4550144,8.5883726e-06,9.4550102,5.8092809,1.5909674,1.4410774
1053,1053,9.447119,8.5883659e-06,9.4471148,5.80432,1.5909682,1.4410824
1054,1054,9.4392367,8.5883018e-06,9.4392325,5.7993681,1.5909691,1.4410875
1055,1055,9.4313674,8.5882982e-06,9.4313632,5.7944253,1.5909699,1.4410925
1056,1056,9.4235113,8.5882947e-06,9.4235071,5.7894915,1.5909708,1.4410975
1057,1057,9.4156681,8.5874527e-06,9.4156639,5.7845668,1.5909716,1.4411025
1058,1058,9.407838,8.5891257e-06,9.4078338,5.779651,1.5909724,1.4411075
1059,1059,9.4000208,8.5883257e-06,9.4000166,5.7747441,1.5909733,1.4411125
1060,1060,9.3922165,8.5882805e-06,9.3922123,5.7698462,1.5909741,1.4411175
1061,1061,9.3844251,8.5874409e-06,9.384421,5.7649572,1.590975,1.4411225
1062,1062,9.3766466,8.5883059e-06,9.3766424,5.7600771,1.5909758,1.4411274
1063,1063,9.368881,8.5882993e-06,9.3688768,5.7552058,1.5909766,1.4411324
1064,1064,9.3611281,8.5882927e-06,9.3611239,5.7503434,1.5909775,1.4411373
1065,1065,9.353388,8.5882862e-06,9.3533838,5.7454898,1.5909783,1.4411423
1066,1066,9.3456606,8.5882796e-06,9.3456565,5.740645,1.5909791,1.4411472
1067,1067,9.337946,8.5882731e-06,9.3379418,5.7358089,1.59098,1.4411521
1068,1068,9.330244,8.5882666e-06,9.3302398,5.7309816,1.5909808,1.441157
1069,1069,9.3225547,8.5882601e-06,9.3225505,5.726163,1.5909816,1.4411619
1070,1070,9.314878,8.5874147e-06,9.3148738,5.7213531,1.5909824,1.4411668
1071,1071,9.3072138,8.5882472e-06,9.3072096,5.7165519,1.5909833,1.4411717
1072,1072,9.2995622,8.587409e-06,9.299558,5.7117593,1.5909841,1.4411766
1073,1073,9.2919232,8.5882343e-06,9.291919,5.7069754,1.5909849,1.4411815
1074,1074,9.2842966,8.5882279e-06,9.2842924,5.7022,1.5909858,1.4411863
1075,1075,9.2766825,8.5890569e-06,9.2766783,5.6974333,1.5909866,1.4411912
1076,1076,9.2690808,8.5882151e-06,9.2690766,5.6926751,1.5909874,1.441196
1077,1077,9.2614915,8.5890489e-06,9.2614873,5.6879255,1.5909882,1.4412009
1078,1078,9.2539146,8.5882024e-06,9.2539104,5.6831843,1.5909891,1.4412057
1079,1079,9.24635,8.5881961e-06,9.2463458,5.6784517,1.5909899,1.4412105
1080,1080,9.2387978,8.5881898e-06,9.2387936,5.6737275,1.5909907,1.4412153
1081,1081,9.2312578,8.588208e-06,9.2312536,5.6690118,1.5909915,1.4412201
1082,1082,9.2237301,8.5890291e-06,9.2237258,5.6643046,1.5909924,1.4412249
1083,1083,9.2162145,8.5890251e-06,9.2162103,5.6596057,1.5909932,1.4412297
1084,1084,9.2087112,8.5881646e-06,9.208707,5.6549152,1.590994,1.4412344
1085,1085,9.2012201,8.5890173e-06,9.2012158,5.6502331,1.5909948,1.4412392
1086,1086,9.193741,8.5881522e-06,9.1937368,5.6455593,1.5909956,1.441244
1087,1087,9.1862741,8.5881459e-06,9.1862699,5.6408938,1.5909965,1.4412487
1088,1088,9.1788192,8.5881397e-06,9.178815,5.6362367,1.5909973,1.4412535
1089,1089,9.1713764,8.5881336e-06,9.1713722,5.6315878,1.5909981,1.4412582
1090,1090,9.1639456,8.5881274e-06,9.1639414,5.6269472,1.5909989,1.4412629
1091,1091,9.1565268,8.5889938e-06,9.1565226,5.6223148,1.5909997,1.4412676
1092,1092,9.14912,8.5881151e-06,9.1491157,5.6176906,1.5910005,1.4412723
1093,1093,9.141725,8.588109e-06,9.1417208,5.6130746,1.5910014,1.441277
1094,1094,9.134342,8.5881028e-06,9.1343378,5.6084668,1.5910022,1.4412817
1095,1095,9.1269708,8.5873441e-06,9.1269666,5.6038672,1.591003,1.4412864
1096,1096,9.1196115,8.5889745e-06,9.1196073,5.5992756,1.5910038,1.4412911
1097,1097,9.112264,8.5881544e-06,9.1122598,5.5946922,1.5910046,1.4412957
1098,1098,9.1049283,8.5880785e-06,9.1049241,5.5901169,1.5910054,1.4413004
1099,1099,9.0976043,8.5880725e-06,9.0976001,5.5855496,1.5910062,1.4413051
1100,1100,9.0902921,8.5880665e-06,9.0902879,5.5809904,1.5910071,1.4413097
1101,1101,9.0829916,8.5873276e-06,9.0829874,5.5764392,1.5910079,1.4413143
1102,1102,9.0757027,8.5880545e-06,9.0756985,5.571896,1.5910087,1.441319
1103,1103,9.0684255,8.5880485e-06,9.0684213,5.5673608,1.5910095,1.4413236
1104,1104,9.0611599,8.5880425e-06,9.0611557,5.5628336,1.5910103,1.4413282
1105,1105,9.0539059,8.5880365e-06,9.0539017,5.5583143,1.5910111,1.4413328
1106,1106,9.0466635,8.5880306e-06,9.0466593,5.5538029,1.5910119,1.4413374
1107,1107,9.0394326,8.5880247e-06,9.0394283,5.5492995,1.5910127,1.441342
1108,1108,9.0322132,8.5873085e-06,9.032209,5.5448039,1.5910135,1.4413465
