n,distancia,Raf,IA_T2F,IB_T2F,IC_T2F,IA_TRIF,IB_TRIF,IC_TRIF
47,10,235,17.79693,28.79952,46.55278,26.31328,0.2650904,0.2408731
48,10,240,17.56685,28.58051,46.10506,25.79129,0.2650999,0.2408837
49,10,245,17.34112,28.36551,45.66569,25.28958,0.2651091,0.2408939
50,10,250,17.11964,28.15442,45.23446,24.80699,0.265118,0.2409036
51,10,255,16.90228,27.94715,44.81113,24.34244,0.2651266,0.240913
52,10,260,16.68894,27.74359,44.39553,23.89495,0.2651349,0.240922
53,10,265,16.47951,27.54365,43.98744,23.46359,0.2651429,0.2409307
54,10,270,16.27391,27.34724,43.58667,23.0475,0.2651507,0.2409391
55,10,275,16.07202,27.15427,43.19305,22.6459,0.2651582,0.2409471
56,10,280,15.87376,26.96466,42.80638,22.25803,0.2651655,0.2409549
57,10,285,15.67904,26.77832,42.4265,21.8832,0.2651726,0.2409624
58,10,290,15.48776,26.59518,42.05323,21.52078,0.2651795,0.2409697
59,10,295,15.29984,26.41515,41.68643,21.17014,0.2651861,0.2409767
60,10,300,15.1152,26.23816,41.32592,20.83074,0.2651926,0.2409835
61,10,305,14.93375,26.06414,40.97155,20.50203,0.2651988,0.24099
62,10,310,14.75543,25.89301,40.62318,20.18351,0.2652049,0.2409964
63,10,315,14.58016,25.72471,40.28066,19.87473,0.2652109,0.2410025
64,10,320,14.40785,25.55917,39.94385,19.57525,0.2652166,0.2410085
65,10,325,14.23846,25.39632,39.61262,19.28464,0.2652222,0.2410142
66,10,330,14.07189,25.23611,39.28683,19.00252,0.2652277,0.2410198
67,10,335,13.90809,25.07847,38.96637,18.72853,0.265233,0.2410253
68,10,340,13.747,24.92334,38.6511,18.46232,0.2652382,0.2410305
69,10,345,13.58855,24.77067,38.3409,18.20356,0.2652432,0.2410356
70,10,350,13.43268,24.6204,38.03566,17.95194,0.2652481,0.2410406
71,10,355,13.27933,24.47248,37.73527,17.70717,0.2652529,0.2410455
72,10,360,13.12844,24.32684,37.43962,17.46898,0.2652575,0.2410502
73,10,365,12.97997,24.18345,37.1486,17.23711,0.2652621,0.2410547
74,10,370,12.83385,24.04226,36.8621,17.0113,0.2652665,0.2410592
75,10,375,12.69004,23.9032,36.58003,16.79132,0.2652708,0.2410635
76,10,380,12.54848,23.76625,36.30229,16.57696,0.2652751,0.2410677
77,10,385,12.40912,23.63134,36.02879,16.36799,0.2652792,0.2410718
78,10,390,12.27193,23.49845,35.75942,16.16421,0.2652832,0.2410759
79,10,395,12.13684,23.36752,35.49411,15.96544,0.2652871,0.2410798
80,10,400,12.00382,23.23851,35.23277,15.7715,0.265291,0.2410836
81,10,405,11.87282,23.11138,34.97531,15.5822,0.2652947,0.2410873
82,10,410,11.74379,22.98609,34.72164,15.39739,0.2652984,0.2410909
83,10,415,11.61671,22.86261,34.47169,15.2169,0.265302,0.2410944
84,10,420,11.49152,22.7409,34.22539,15.04059,0.2653055,0.2410979
85,10,425,11.36819,22.62091,33.98265,14.86832,0.265309,0.2411013
86,10,430,11.24668,22.50262,33.7434,14.69994,0.2653123,0.2411046
87,10,435,11.12696,22.38599,33.50757,14.53532,0.2653156,0.2411078
88,10,440,11.00898,22.27099,33.27509,14.37435,0.2653189,0.2411109
89,10,445,10.89271,22.15758,33.04589,14.2169,0.265322,0.241114
90,10,450,10.77812,22.04573,32.8199,14.06286,0.2653251,0.241117
91,10,455,10.66517,21.93541,32.59707,13.91211,0.2653281,0.2411199
92,10,460,10.55384,21.82659,32.37732,13.76456,0.2653311,0.2411228
93,10,465,10.44408,21.71924,32.1606,13.6201,0.265334,0.2411256
94,10,470,10.33588,21.61333,31.94685,13.47864,0.2653369,0.2411284
95,10,475,10.2292,21.50883,31.736,13.34008,0.2653397,0.2411311
96,10,480,10.124,21.40572,31.52801,13.20434,0.2653424,0.2411337
97,10,485,10.02027,21.30397,31.32282,13.07133,0.2653451,0.2411363
98,10,490,9.917978,21.20356,31.12036,12.94096,0.2653478,0.2411388
99,10,495,9.81709,21.10445,30.9206,12.81317,0.2653504,0.2411413
100,10,500,9.717584,21.00662,30.72348,12.68788,0.2653529,0.2411438
101,10,505,9.619434,20.91006,30.52894,12.56501,0.2653554,0.2411461
102,10,510,9.522615,20.81472,30.33695,12.44449,0.2653578,0.2411485
103,10,515,9.427102,20.72061,30.14745,12.32626,0.2653602,0.2411508
104,10,520,9.332873,20.62768,29.9604,12.21025,0.2653626,0.241153
105,10,525,9.239904,20.53592,29.77575,12.0964,0.2653649,0.2411552
106,10,530,9.148171,20.4453,29.59345,11.98465,0.2653672,0.2411574
107,10,535,9.057655,20.35582,29.41347,11.87495,0.2653695,0.2411595
108,10,540,8.968332,20.26744,29.23576,11.76723,0.2653717,0.2411616
109,10,545,8.880182,20.18014,29.06028,11.66145,0.2653738,0.2411637
110,10,550,8.793184,20.09391,28.887,11.55755,0.2653759,0.2411657
111,10,555,8.707319,20.00873,28.71586,11.45548,0.265378,0.2411676
112,10,560,8.622567,19.92457,28.54684,11.35519,0.2653801,0.2411696
113,10,565,8.538908,19.84143,28.37989,11.25665,0.2653821,0.2411715
114,10,570,8.456326,19.75928,28.21499,11.1598,0.2653841,0.2411734
115,10,575,8.3748,19.67811,28.05209,11.06459,0.2653861,0.2411752
116,10,580,8.294314,19.59789,27.89115,10.971,0.265388,0.241177
117,10,585,8.214851,19.51862,27.73215,10.87897,0.2653899,0.2411788
118,10,590,8.136392,19.44027,27.57506,10.78848,0.2653917,0.2411805
119,10,595,8.058923,19.36284,27.41983,10.69947,0.2653936,0.2411823
120,10,600,7.982427,19.28629,27.26644,10.61192,0.2653954,0.2411839
121,10,605,7.906887,19.21063,27.11485,10.52579,0.2653972,0.2411856
122,10,610,7.832289,19.13584,26.96504,10.44104,0.2653989,0.2411872
123,10,615,7.758618,19.06189,26.81698,10.35764,0.2654006,0.2411888
124,10,620,7.685859,18.98878,26.67063,10.27557,0.2654023,0.2411904
125,10,625,7.613998,18.91649,26.52597,10.19478,0.265404,0.241192
126,10,630,7.54302,18.84501,26.38297,10.11525,0.2654056,0.2411935
127,10,635,7.472911,18.77433,26.24161,10.03696,0.2654073,0.241195
128,10,640,7.40366,18.70443,26.10185,9.959858,0.2654089,0.2411965
129,10,645,7.335251,18.6353,25.96367,9.883934,0.2654104,0.241198
130,10,650,7.267673,18.56693,25.82704,9.809157,0.265412,0.2411994
131,10,655,7.200913,18.49931,25.69195,9.735502,0.2654135,0.2412008
132,10,660,7.134959,18.43242,25.55836,9.662943,0.265415,0.2412022
133,10,665,7.069798,18.36625,25.42625,9.591456,0.2654165,0.2412036
134,10,670,7.005419,18.30079,25.2956,9.521017,0.265418,0.2412049
135,10,675,6.941811,18.23603,25.16638,9.451604,0.2654194,0.2412063
136,10,680,6.878962,18.17196,25.03857,9.383194,0.2654208,0.2412076
137,10,685,6.816861,18.10857,24.91216,9.315767,0.2654222,0.2412089
138,10,690,6.755498,18.04584,24.78711,9.2493,0.2654236,0.2412102
139,10,695,6.694861,17.98377,24.66341,9.183773,0.265425,0.2412114
140,10,700,6.634942,17.92235,24.54104,9.119167,0.2654263,0.2412127
141,10,705,6.575728,17.86157,24.41998,9.055462,0.2654277,0.2412139
142,10,710,6.517212,17.80141,24.3002,8.99264,0.265429,0.2412151
143,10,715,6.459383,17.74188,24.18168,8.930682,0.2654303,0.2412163
144,10,720,6.402231,17.68295,24.06442,8.869572,0.2654316,0.2412174
145,10,725,6.345747,17.62462,23.94838,8.80929,0.2654328,0.2412186
146,10,730,6.289923,17.56688,23.83356,8.749821,0.2654341,0.2412197
147,10,735,6.23475,17.50972,23.71992,8.691149,0.2654353,0.2412209
148,10,740,6.180218,17.45314,23.60746,8.633257,0.2654365,0.241222
149,10,745,6.126319,17.39712,23.49616,8.57613,0.2654377,0.2412231
150,10,750,6.073045,17.34165,23.386,8.519753,0.2654389,0.2412241
151,10,755,6.020388,17.28674,23.27696,8.464112,0.26544,0.2412252
152,10,760,5.96834,17.23237,23.16903,8.409191,0.2654412,0.2412263
153,10,765,5.916893,17.17853,23.0622,8.354978,0.2654423,0.2412273
154,10,770,5.866039,17.12521,22.95643,8.301458,0.2654434,0.2412283
155,10,775,5.81577,17.07241,22.85173,8.248618,0.2654446,0.2412293
156,10,780,5.766081,17.02012,22.74807,8.196446,0.2654457,0.2412303
157,10,785,5.716962,16.96834,22.64545,8.144929,0.2654467,0.2412313
158,10,790,5.668408,16.91705,22.54383,8.094054,0.2654478,0.2412323
159,10,795,5.62041,16.86625,22.44322,8.043811,0.2654489,0.2412333
160,10,800,5.572964,16.81593,22.3436,7.994186,0.2654499,0.2412342
161,10,805,5.526061,16.76609,22.24495,7.945169,0.2654509,0.2412351
162,10,810,5.479695,16.71672,22.14726,7.896748,0.265452,0.2412361
163,10,815,5.43386,16.6678,22.05052,7.848913,0.265453,0.241237
164,10,820,5.38855,16.61935,21.95471,7.801654,0.265454,0.2412379
165,10,825,5.343759,16.57134,21.85982,7.754959,0.2654549,0.2412388
166,10,830,5.29948,16.52378,21.76584,7.708819,0.2654559,0.2412397
167,10,835,5.255707,16.47666,21.67275,7.663225,0.2654569,0.2412405
168,10,840,5.212436,16.42996,21.58055,7.618165,0.2654578,0.2412414
169,10,845,5.16966,16.38369,21.48922,7.573632,0.2654588,0.2412422
170,10,850,5.127373,16.33785,21.39875,7.529615,0.2654597,0.2412431
171,10,855,5.085571,16.29241,21.30913,7.486107,0.2654606,0.2412439
172,10,860,5.044247,16.24739,21.22035,7.443098,0.2654615,0.2412447
173,10,865,5.003398,16.20277,21.13239,7.400579,0.2654624,0.2412455
174,10,870,4.963016,16.15855,21.04525,7.358543,0.2654633,0.2412463
175,10,875,4.923099,16.11472,20.95891,7.316981,0.2654642,0.2412471
176,10,880,4.88364,16.07128,20.87337,7.275885,0.265465,0.2412479
177,10,885,4.844634,16.02822,20.78861,7.235248,0.2654659,0.2412487
178,10,890,4.806078,15.98554,20.70462,7.195061,0.2654668,0.2412495
179,10,895,4.767966,15.94323,20.6214,7.155318,0.2654676,0.2412502
180,10,900,4.730294,15.90129,20.53893,7.11601,0.2654684,0.241251
181,10,905,4.693057,15.85972,20.4572,7.077132,0.2654692,0.2412517
182,10,910,4.656251,15.8185,20.37621,7.038676,0.2654701,0.2412524
183,10,915,4.619872,15.77764,20.29594,7.000634,0.2654709,0.2412532
184,10,920,4.583915,15.73713,20.21639,6.963001,0.2654717,0.2412539
185,10,925,4.548376,15.69696,20.13755,6.92577,0.2654725,0.2412546
186,10,930,4.513251,15.65714,20.0594,6.888935,0.2654732,0.2412553
187,10,935,4.478537,15.61765,19.98194,6.852488,0.265474,0.241256
188,10,940,4.444228,15.57849,19.90516,6.816425,0.2654748,0.2412567
189,10,945,4.410322,15.53966,19.82906,6.780739,0.2654755,0.2412574
190,10,950,4.376815,15.50116,19.75362,6.745424,0.2654763,0.241258
191,10,955,4.343703,15.46298,19.67883,6.710475,0.265477,0.2412587
192,10,960,4.310981,15.42511,19.60469,6.675885,0.2654778,0.2412594
193,10,965,4.278648,15.38756,19.5312,6.64165,0.2654785,0.24126
194,10,970,4.246698,15.35032,19.45833,6.607763,0.2654792,0.2412606
195,10,975,4.21513,15.31338,19.38609,6.57422,0.2654799,0.2412613
196,10,980,4.183938,15.27674,19.31446,6.541016,0.2654806,0.2412619
197,10,985,4.153121,15.2404,19.24344,6.508144,0.2654813,0.2412625
198,10,990,4.122674,15.20435,19.17303,6.475601,0.265482,0.2412632
199,10,995,4.092595,15.1686,19.10321,6.443382,0.2654827,0.2412638
200,10,1000,4.06288,15.13313,19.03397,6.411481,0.2654834,0.2412644
201,10,1005,4.0335263,15.097949,18.96532,6.3798936,0.26548404,0.24126498
202,10,1010,4.0045307,15.063047,18.897241,6.3486159,0.26548471,0.24126558
203,10,1015,3.9758903,15.028421,18.829729,6.3176429,0.26548537,0.24126616
204,10,1020,3.9476021,14.99407,18.762777,6.2869703,0.26548602,0.24126675
205,10,1025,3.9196632,14.95999,18.696379,6.2565937,0.26548667,0.24126732
206,10,1030,3.8920708,14.926177,18.630528,6.2265088,0.26548731,0.2412679
207,10,1035,3.8648221,14.89263,18.565218,6.1967115,0.26548794,0.24126846
208,10,1040,3.8379142,14.859343,18.500443,6.1671977,0.26548857,0.24126902
209,10,1045,3.8113444,14.826316,18.436196,6.1379634,0.26548919,0.24126958
210,10,1050,3.7851102,14.793544,18.372471,6.1090045,0.26548981,0.24127013
211,10,1055,3.7592088,14.761024,18.309263,6.0803173,0.26549042,0.24127067
212,10,1060,3.7336376,14.728755,18.246565,6.0518979,0.26549103,0.24127121
213,10,1065,3.7083942,14.696732,18.184372,6.0237426,0.26549163,0.24127175
214,10,1070,3.683476,14.664954,18.122679,5.9958477,0.26549222,0.24127228
215,10,1075,3.6588804,14.633417,18.061478,5.9682097,0.26549281,0.2412728
216,10,1080,3.6346051,14.602119,18.000766,5.9408249,0.2654934,0.24127332
217,10,1085,3.6106477,14.571057,17.940535,5.9136901,0.26549398,0.24127384
218,10,1090,3.5870057,14.540229,17.880782,5.8868017,0.26549455,0.24127435
219,10,1095,3.5636769,14.509631,17.821501,5.8601564,0.26549512,0.24127485
220,10,1100,3.5406589,14.479262,17.762686,5.8337509,0.26549568,0.24127536
221,10,1105,3.5179494,14.449119,17.704332,5.807582,0.26549624,0.24127585
222,10,1110,3.4955462,14.419199,17.646434,5.7816466,0.2654968,0.24127634
223,10,1115,3.473447,14.3895,17.588988,5.7559415,0.26549735,0.24127683
224,10,1120,3.4516498,14.36002,17.531988,5.7304637,0.26549789,0.24127732
225,10,1125,3.4301522,14.330755,17.47543,5.7052102,0.26549843,0.2412778
226,10,1130,3.4089521,14.301705,17.419308,5.6801781,0.26549897,0.24127827
227,10,1135,3.3880475,14.272866,17.363618,5.6553644,0.2654995,0.24127874
228,10,1140,3.3674361,14.244236,17.308355,5.6307663,0.26550002,0.24127921
229,10,1145,3.3471161,14.215814,17.253515,5.606381,0.26550055,0.24127967
230,10,1150,3.3270852,14.187596,17.199093,5.5822057,0.26550106,0.24128013
231,10,1155,3.3073415,14.15958,17.145085,5.5582379,0.26550158,0.24128058
232,10,1160,3.2878829,14.131766,17.091486,5.5344747,0.26550208,0.24128103
233,10,1165,3.2687074,14.104149,17.038292,5.5109136,0.26550259,0.24128148
234,10,1170,3.2498131,14.076729,16.985499,5.4875521,0.26550309,0.24128192
235,10,1175,3.2311981,14.049503,16.933102,5.4643876,0.26550358,0.24128236
236,10,1180,3.2128603,14.02247,16.881098,5.4414176,0.26550408,0.2412828
237,10,1185,3.1947978,13.995626,16.829481,5.4186397,0.26550456,0.24128323
238,10,1190,3.1770087,13.968971,16.778249,5.3960515,0.26550505,0.24128366
239,10,1195,3.1594912,13.942502,16.727397,5.3736507,0.26550553,0.24128408
240,10,1200,3.1422432,13.916217,16.676921,5.3514348,0.265506,0.2412845
241,10,1205,3.1252631,13.890115,16.626818,5.3294017,0.26550648,0.24128492
242,10,1210,3.1085488,13.864194,16.577083,5.3075492,0.26550695,0.24128533
243,10,1215,3.0920985,13.838451,16.527712,5.2858749,0.26550741,0.24128575
244,10,1220,3.0759104,13.812885,16.478703,5.2643767,0.26550787,0.24128615
245,10,1225,3.0599826,13.787494,16.430051,5.2430525,0.26550833,0.24128656
246,10,1230,3.0443134,13.762277,16.381752,5.2219002,0.26550878,0.24128696
247,10,1235,3.0289009,13.737231,16.333804,5.2009177,0.26550923,0.24128735
248,10,1240,3.0137432,13.712356,16.286202,5.180103,0.26550968,0.24128775
249,10,1245,2.9988386,13.687648,16.238943,5.159454,0.26551012,0.24128814
250,10,1250,2.9841853,13.663107,16.192024,5.1389689,0.26551056,0.24128853
251,10,1255,2.9697815,13.638731,16.145441,5.1186456,0.265511,0.24128891
252,10,1260,2.9556253,13.614518,16.099191,5.0984823,0.26551143,0.24128929
253,10,1265,2.9417151,13.590466,16.053271,5.0784771,0.26551186,0.24128967
254,10,1270,2.928049,13.566575,16.007677,5.0586282,0.26551229,0.24129005
255,10,1275,2.9146252,13.542842,15.962405,5.0389336,0.26551271,0.24129042
256,10,1280,2.9014419,13.519266,15.917454,5.0193916,0.26551313,0.24129079
257,10,1285,2.8884975,13.495846,15.87282,5.0000005,0.26551355,0.24129116
258,10,1290,2.87579,13.472579,15.828499,4.9807585,0.26551396,0.24129152
259,10,1295,2.8633178,13.449465,15.784488,4.961664,0.26551437,0.24129189
260,10,1300,2.851079,13.426501,15.740786,4.9427151,0.26551478,0.24129224
261,10,1305,2.8390719,13.403687,15.697387,4.9239103,0.26551518,0.2412926
262,10,1310,2.8272947,13.381021,15.654291,4.9052479,0.26551558,0.24129295
263,10,1315,2.8157456,13.358502,15.611493,4.8867264,0.26551598,0.2412933
264,10,1320,2.8044229,13.336128,15.568991,4.868344,0.26551638,0.24129365
265,10,1325,2.7933248,13.313897,15.526782,4.8500993,0.26551677,0.241294
266,10,1330,2.7824495,13.291809,15.484863,4.8319908,0.26551716,0.24129434
267,10,1335,2.7717952,13.269862,15.443232,4.8140169,0.26551755,0.24129468
268,10,1340,2.7613602,13.248055,15.401885,4.7961761,0.26551793,0.24129502
269,10,1345,2.7511426,13.226387,15.360821,4.7784669,0.26551831,0.24129535
270,10,1350,2.7411407,13.204855,15.320035,4.7608879,0.26551869,0.24129568
271,10,1355,2.7313527,13.18346,15.279527,4.7434377,0.26551907,0.24129601
272,10,1360,2.7217768,13.162199,15.239293,4.7261149,0.26551944,0.24129634
273,10,1365,2.7124112,13.141071,15.19933,4.708918,0.26551981,0.24129667
274,10,1370,2.7032541,13.120076,15.159636,4.6918457,0.26552018,0.24129699
275,10,1375,2.6943037,13.099211,15.120209,4.6748967,0.26552054,0.24129731
276,10,1380,2.6855582,13.078476,15.081045,4.6580696,0.26552091,0.24129763
277,10,1385,2.6770158,13.05787,15.042144,4.6413632,0.26552127,0.24129794
278,10,1390,2.6686748,13.037391,15.003501,4.6247761,0.26552162,0.24129826
279,10,1395,2.6605332,13.017038,14.965115,4.608307,0.26552198,0.24129857
280,10,1400,2.6525893,12.99681,14.926984,4.5919547,0.26552233,0.24129888
281,10,1405,2.6448412,12.976707,14.889105,4.575718,0.26552268,0.24129919
282,10,1410,2.6372872,12.956725,14.851476,4.5595957,0.26552303,0.24129949
283,10,1415,2.6299254,12.936866,14.814094,4.5435865,0.26552337,0.24129979
284,10,1420,2.6227539,12.917127,14.776957,4.5276892,0.26552372,0.24130009
285,10,1425,2.6157711,12.897508,14.740064,4.5119028,0.26552406,0.24130039
286,10,1430,2.6089749,12.878007,14.703411,4.4962259,0.2655244,0.24130069
287,10,1435,2.6023637,12.858623,14.666998,4.4806576,0.26552473,0.24130098
288,10,1440,2.5959355,12.839356,14.63082,4.4651967,0.26552506,0.24130128
289,10,1445,2.5896885,12.820204,14.594878,4.449842,0.2655254,0.24130157
290,10,1450,2.583621,12.801166,14.559167,4.4345926,0.26552572,0.24130185
291,10,1455,2.577731,12.782241,14.523687,4.4194472,0.26552605,0.24130214
292,10,1460,2.5720166,12.763429,14.488435,4.4044049,0.26552638,0.24130242
293,10,1465,2.5664762,12.744728,14.453409,4.3894646,0.2655267,0.24130271
294,10,1470,2.5611077,12.726137,14.418608,4.3746252,0.26552702,0.24130299
295,10,1475,2.5559095,12.707656,14.384029,4.3598859,0.26552734,0.24130327
296,10,1480,2.5508796,12.689283,14.34967,4.3452454,0.26552765,0.24130354
297,10,1485,2.5460161,12.671018,14.315529,4.3307029,0.26552797,0.24130382
298,10,1490,2.5413174,12.652859,14.281605,4.3162574,0.26552828,0.24130409
299,10,1495,2.5367814,12.634806,14.247896,4.3019079,0.26552859,0.24130436
300,10,1500,2.5324064,12.616857,14.214399,4.2876535,0.2655289,0.24130463
301,10,1505,2.5281905,12.599012,14.181113,4.2734932,0.2655292,0.2413049
302,10,1510,2.5241319,12.58127,14.148036,4.259426,0.26552951,0.24130516
303,10,1515,2.5202288,12.563631,14.115167,4.2454512,0.26552981,0.24130543
304,10,1520,2.5164792,12.546092,14.082503,4.2315677,0.26553011,0.24130569
305,10,1525,2.5128815,12.528654,14.050042,4.2177747,0.26553041,0.24130595
306,10,1530,2.5094337,12.511315,14.017784,4.2040713,0.2655307,0.24130621
307,10,1535,2.5061341,12.494075,13.985726,4.1904566,0.265531,0.24130647
308,10,1540,2.5029808,12.476932,13.953866,4.1769299,0.26553129,0.24130672
309,10,1545,2.499972,12.459887,13.922203,4.1634901,0.26553158,0.24130697
310,10,1550,2.4971058,12.442937,13.890735,4.1501365,0.26553187,0.24130723
311,10,1555,2.4943806,12.426084,13.859461,4.1368683,0.26553216,0.24130748
312,10,1560,2.4917944,12.409324,13.828379,4.1236846,0.26553244,0.24130773
313,10,1565,2.4893456,12.392659,13.797487,4.1105847,0.26553273,0.24130797
314,10,1570,2.4870322,12.376086,13.766784,4.0975678,0.26553301,0.24130822
315,10,1575,2.4848525,12.359606,13.736268,4.084633,0.26553329,0.24130846
316,10,1580,2.4828048,12.343217,13.705938,4.0717796,0.26553357,0.24130871
317,10,1585,2.4808873,12.326919,13.675791,4.0590069,0.26553384,0.24130895
318,10,1590,2.4790982,12.310711,13.645827,4.046314,0.26553412,0.24130919
319,10,1595,2.4774357,12.294592,13.616044,4.0337002,0.26553439,0.24130943
320,10,1600,2.4758982,12.278562,13.586441,4.0211649,0.26553466,0.24130966
321,10,1605,2.4744838,12.26262,13.557015,4.0087072,0.26553493,0.2413099
322,10,1610,2.4731909,12.246764,13.527766,3.9963264,0.2655352,0.24131013
323,10,1615,2.4720176,12.230996,13.498693,3.9840219,0.26553547,0.24131036
324,10,1620,2.4709625,12.215312,13.469792,3.9717929,0.26553573,0.24131059
325,10,1625,2.4700236,12.199714,13.441065,3.9596388,0.26553599,0.24131082
326,10,1630,2.4691994,12.1842,13.412508,3.9475589,0.26553626,0.24131105
327,10,1635,2.4684881,12.16877,13.38412,3.9355524,0.26553652,0.24131128
328,10,1640,2.4678881,12.153423,13.355901,3.9236187,0.26553678,0.2413115
329,10,1645,2.4673977,12.138158,13.327848,3.9117572,0.26553703,0.24131173
330,10,1650,2.4670153,12.122975,13.299961,3.8999672,0.26553729,0.24131195
331,10,1655,2.4667393,12.107873,13.272237,3.8882481,0.26553754,0.24131217
332,10,1660,2.466568,12.092851,13.244677,3.8765992,0.26553779,0.24131239
333,10,1665,2.4664998,12.077909,13.217278,3.8650199,0.26553805,0.24131261
334,10,1670,2.4665331,12.063046,13.190039,3.8535096,0.26553829,0.24131283
335,10,1675,2.4666663,12.048262,13.162959,3.8420677,0.26553854,0.24131304
336,10,1680,2.4668979,12.033555,13.136037,3.8306935,0.26553879,0.24131326
337,10,1685,2.4672263,12.018926,13.109271,3.8193865,0.26553903,0.24131347
338,10,1690,2.4676499,12.004374,13.08266,3.808146,0.26553928,0.24131368
339,10,1695,2.4681672,11.989898,13.056204,3.7969716,0.26553952,0.24131389
340,10,1700,2.4687767,11.975497,13.0299,3.7858625,0.26553976,0.2413141
341,10,1705,2.4694769,11.961171,13.003747,3.7748183,0.26554,0.24131431
342,10,1710,2.4702663,11.946919,12.977745,3.7638384,0.26554024,0.24131452
343,10,1715,2.4711434,11.932742,12.951892,3.7529221,0.26554048,0.24131472
344,10,1720,2.4721067,11.918637,12.926187,3.742069,0.26554071,0.24131493
345,10,1725,2.4731548,11.904605,12.900628,3.7312786,0.26554095,0.24131513
346,10,1730,2.4742863,11.890645,12.875216,3.7205502,0.26554118,0.24131533
347,10,1735,2.4754997,11.876757,12.849948,3.7098834,0.26554141,0.24131554
348,10,1740,2.4767936,11.86294,12.824824,3.6992775,0.26554164,0.24131574
349,10,1745,2.4781667,11.849193,12.799842,3.6887322,0.26554187,0.24131593
350,10,1750,2.4796174,11.835516,12.775001,3.6782468,0.2655421,0.24131613
351,10,1755,2.4811446,11.821909,12.7503,3.667821,0.26554232,0.24131633
352,10,1760,2.4827468,11.80837,12.725739,3.6574541,0.26554255,0.24131652
353,10,1765,2.4844227,11.7949,12.701315,3.6471456,0.26554277,0.24131672
354,10,1770,2.486171,11.781498,12.677029,3.6368951,0.265543,0.24131691
355,10,1775,2.4879904,11.768163,12.652878,3.6267022,0.26554322,0.2413171
356,10,1780,2.4898795,11.754895,12.628863,3.6165662,0.26554344,0.2413173
