n,distancia,Raf,IA_T2F,IB_T2F,IC_T2F,IA_TRIF,IB_TRIF,IC_TRIF
74,10,7400,6.4831424,7.9718513,9.2836744,0.88902706,0.26560366,0.24136883
75,10,7500,6.494,7.9719238,9.2621078,0.87778466,0.26560392,0.24136905
76,10,7600,6.5047259,7.9719943,9.241151,0.86684887,0.26560417,0.24136926
77,10,7700,6.5153192,7.9720629,9.2207791,0.85620772,0.26560442,0.24136947
78,10,7800,6.525779,7.9721296,9.2009687,0.84584989,0.26560466,0.24136967
79,10,7900,6.5361051,7.9721945,9.1816974,0.83576461,0.26560489,0.24136987
80,10,8000,6.5462974,7.9722577,9.1629442,0.82594164,0.26560512,0.24137006
81,10,8100,6.556356,7.9723193,9.1446888,0.81637127,0.26560534,0.24137024
82,10,8200,6.5662814,7.9723792,9.1269123,0.80704424,0.26560555,0.24137043
83,10,8300,6.5760743,7.9724377,9.1095965,0.79795175,0.26560576,0.2413706
84,10,8400,6.5857353,7.9724947,9.0927241,0.7890854,0.26560597,0.24137078
85,10,8500,6.5952655,7.9725502,9.0762788,0.78043721,0.26560617,0.24137095
86,10,8600,6.6046659,7.9726044,9.0602449,0.77199955,0.26560637,0.24137111
87,10,8700,6.6139377,7.9726573,9.0446076,0.76376516,0.26560656,0.24137127
88,10,8800,6.6230823,7.9727089,9.0293526,0.75572707,0.26560675,0.24137143
89,10,8900,6.6321008,7.9727593,9.0144664,0.74787868,0.26560693,0.24137159
90,10,9000,6.6409949,7.9728085,8.9999362,0.74021362,0.26560711,0.24137174
91,10,9100,6.649766,7.9728566,8.9857495,0.73272586,0.26560728,0.24137188
92,10,9200,6.6584157,7.9729036,8.9718946,0.72540958,0.26560745,0.24137203
93,10,9300,6.6669455,7.9729495,8.9583604,0.71825925,0.26560762,0.24137217
94,10,9400,6.6753571,7.9729944,8.9451359,0.71126954,0.26560779,0.24137231
95,10,9500,6.6836522,7.9730383,8.9322109,0.70443537,0.26560795,0.24137244
96,10,9600,6.6918324,7.9730812,8.9195756,0.69775187,0.2656081,0.24137257
97,10,9700,6.6998994,7.9731232,8.9072206,0.69121435,0.26560826,0.2413727
98,10,9800,6.7078549,7.9731643,8.8951368,0.68481832,0.26560841,0.24137283
99,10,9900,6.7157006,7.9732046,8.8833156,0.67855949,0.26560856,0.24137296
100,10,10000,6.7234383,7.9732439,8.8717487,0.67243372,0.2656087,0.24137308
101,15,100,43.89765,7.695082,51.29275,54.83755,0.3970799,0.3592365
102,15,200,34.99607,7.777546,42.64063,29.79125,0.3975248,0.360617
103,15,300,28.84367,7.826884,36.62302,20.42763,0.397776,0.3611048
104,15,400,24.38569,7.858766,32.23575,15.53692,0.3979253,0.361353
105,15,500,21.03355,7.880633,28.91388,12.53337,0.3980231,0.3615033
106,15,600,18.43903,7.89635,26.32143,10.50178,0.3980919,0.361604
107,15,700,16.38481,7.908076,24.24805,9.036268,0.3981428,0.3616761
108,15,800,14.72895,7.917092,22.55609,7.929296,0.398182,0.3617303
109,15,900,13.37504,7.924201,21.15201,7.063716,0.3982131,0.3617726
110,15,1000,12.25536,7.929925,19.97018,6.368399,0.3982384,0.3618064
111,15,1100,11.320986,7.9346151,18.963248,5.7976591,0.39825927,0.36183412
112,15,1200,10.535621,7.938518,18.096276,5.3208124,0.39827688,0.36185723
113,15,1300,9.8717591,7.9418087,17.342922,4.9164866,0.39829191,0.3618768
114,15,1400,9.3081291,7.9446153,16.682974,4.569338,0.39830489,0.36189358
115,15,1500,8.8279876,7.9470333,16.10068,4.2680661,0.39831621,0.36190813
116,15,1600,8.4179485,7.9491356,15.583587,4.0041641,0.39832616,0.36192087
117,15,1700,8.0671612,7.9509778,15.12173,3.7711059,0.39833499,0.36193212
118,15,1800,7.766724,7.952604,14.707039,3.5638013,0.39834286,0.36194211
119,15,1900,7.509259,7.9540487,14.33292,3.3782218,0.39834994,0.36195106
120,15,2000,7.2885977,7.9553398,13.993929,3.2111373,0.39835633,0.36195911
121,15,2100,7.0995456,7.9564998,13.685537,3.0599279,0.39836212,0.3619664
122,15,2200,6.9377021,7.9575471,13.403946,2.922446,0.39836741,0.36197303
123,15,2300,6.7993221,7.958497,13.145949,2.7969149,0.39837224,0.36197908
124,15,2400,6.6812054,7.9593619,12.908822,2.6818516,0.39837669,0.36198463
125,15,2500,6.5806096,7.9601526,12.690234,2.5760088,0.39838078,0.36198974
126,15,2600,6.4951788,7.9608779,12.488182,2.4783298,0.39838457,0.36199445
127,15,2700,6.422885,7.9615455,12.300937,2.3879133,0.39838809,0.36199882
128,15,2800,6.3619801,7.9621617,12.126995,2.3039859,0.39839136,0.36200287
129,15,2900,6.3109546,7.9627322,11.965046,2.2258806,0.3983944,0.36200664
130,15,3000,6.2685043,7.9632617,11.813941,2.1530182,0.39839725,0.36201017
131,15,3100,6.2335003,7.9637544,11.672672,2.0848944,0.39839992,0.36201346
132,15,3200,6.2049653,7.9642139,11.540348,2.0210672,0.39840243,0.36201655
133,15,3300,6.1820519,7.9646434,11.41618,1.961148,0.39840478,0.36201946
134,15,3400,6.1640248,7.9650457,11.299467,1.9047937,0.398407,0.36202219
135,15,3500,6.1502455,7.9654233,11.189584,1.8517001,0.3984091,0.36202477
136,15,3600,6.1401589,7.9657782,11.085974,1.8015969,0.39841108,0.3620272
137,15,3700,6.133282,7.9661125,10.988134,1.7542425,0.39841295,0.3620295
138,15,3800,6.1291943,7.9664278,10.895616,1.7094208,0.39841473,0.36203168
139,15,3900,6.1275291,7.9667258,10.808013,1.6669379,0.39841642,0.36203375
140,15,4000,6.1279666,7.9670077,10.72496,1.626619,0.39841802,0.36203572
141,15,4100,6.1302274,7.9672748,10.646124,1.5883063,0.39841955,0.36203759
142,15,4200,6.1340674,7.9675282,10.571205,1.551857,0.39842101,0.36203937
143,15,4300,6.1392731,7.967769,10.499928,1.5171415,0.3984224,0.36204107
144,15,4400,6.1456576,7.967998,10.432045,1.4840421,0.39842372,0.36204269
145,15,4500,6.153057,7.9682161,10.367327,1.4524511,0.39842499,0.36204424
146,15,4600,6.1613278,7.968424,10.305567,1.4222707,0.39842621,0.36204572
147,15,4700,6.1703441,7.9686224,10.246574,1.3934109,0.39842737,0.36204714
148,15,4800,6.1799952,7.9688119,10.190173,1.3657893,0.39842849,0.3620485
149,15,4900,6.1901842,7.9689932,10.136202,1.3393305,0.39842956,0.36204981
150,15,5000,6.2008256,7.9691666,10.084513,1.3139646,0.39843058,0.36205106
151,15,5100,6.2118445,7.9693328,10.03497,1.2896275,0.39843157,0.36205226
152,15,5200,6.2231751,7.9694922,9.9874463,1.2662601,0.39843252,0.36205342
153,15,5300,6.2347592,7.9696451,9.9418252,1.2438073,0.39843344,0.36205453
154,15,5400,6.246546,7.969792,9.8979987,1.2222186,0.39843432,0.36205561
155,15,5500,6.2584907,7.9699331,9.8558664,1.2014467,0.39843517,0.36205664
156,15,5600,6.2705539,7.9700689,9.8153351,1.1814479,0.39843599,0.36205764
157,15,5700,6.2827009,7.9701996,9.7763184,1.1621817,0.39843678,0.3620586
158,15,5800,6.2949015,7.9703254,9.7387356,1.14361,0.39843755,0.36205953
159,15,5900,6.307129,7.9704467,9.7025117,1.1256975,0.39843828,0.36206042
160,15,6000,6.3193599,7.9705637,9.6675766,1.1084113,0.398439,0.36206129
161,15,6100,6.3315739,7.9706767,9.6338649,1.0917206,0.39843969,0.36206213
162,15,6200,6.3437531,7.9707857,9.6013154,1.0755964,0.39844036,0.36206294
163,15,6300,6.3558819,7.970891,9.5698709,1.0600118,0.39844101,0.36206373
164,15,6400,6.3679466,7.9709929,9.5394778,1.0449415,0.39844164,0.36206449
165,15,6500,6.3799356,7.9710914,9.5100858,1.0303615,0.39844224,0.36206523
166,15,6600,6.3918386,7.9711867,9.4816476,1.0162497,0.39844284,0.36206594
167,15,6700,6.4036468,7.971279,9.4541191,1.002585,0.39844341,0.36206664
168,15,6800,6.4153527,7.9713685,9.4274584,0.98934748,0.39844397,0.36206731
169,15,6900,6.4269499,7.9714551,9.4016264,0.97651864,0.39844451,0.36206796
170,15,7000,6.4384328,7.9715392,9.3765861,0.96408086,0.39844503,0.3620686
171,15,7100,6.449797,7.9716207,9.3523028,0.95201753,0.39844554,0.36206922
172,15,7200,6.4610387,7.9716998,9.3287434,0.94031297,0.39844604,0.36206982
173,15,7300,6.4721546,7.9717767,9.305877,0.92895237,0.39844652,0.3620704
174,15,7400,6.4831424,7.9718513,9.2836744,0.91792169,0.39844699,0.36207097
175,15,7500,6.494,7.9719238,9.2621078,0.90720767,0.39844745,0.36207152
176,15,7600,6.5047259,7.9719943,9.241151,0.89679771,0.39844789,0.36207206
177,15,7700,6.5153192,7.9720629,9.2207791,0.88667988,0.39844833,0.36207259
178,15,7800,6.525779,7.9721296,9.2009687,0.87684287,0.39844875,0.3620731
179,15,7900,6.5361051,7.9721945,9.1816974,0.86727591,0.39844916,0.3620736
180,15,8000,6.5462974,7.9722577,9.1629442,0.85796879,0.39844957,0.36207408
181,15,8100,6.556356,7.9723193,9.1446888,0.84891181,0.39844996,0.36207456
182,15,8200,6.5662814,7.9723792,9.1269123,0.84009571,0.39845034,0.36207502
183,15,8300,6.5760743,7.9724377,9.1095965,0.83151171,0.39845071,0.36207547
184,15,8400,6.5857353,7.9724947,9.0927241,0.82315141,0.39845108,0.36207591
185,15,8500,6.5952655,7.9725502,9.0762788,0.81500684,0.39845144,0.36207634
186,15,8600,6.6046659,7.9726044,9.0602449,0.80707038,0.39845178,0.36207676
187,15,8700,6.6139377,7.9726573,9.0446076,0.79933476,0.39845212,0.36207717
188,15,8800,6.6230823,7.9727089,9.0293526,0.79179303,0.39845246,0.36207757
189,15,8900,6.6321008,7.9727593,9.0144664,0.78443858,0.39845278,0.36207796
190,15,9000,6.6409949,7.9728085,8.9999362,0.77726506,0.3984531,0.36207835
191,15,9100,6.649766,7.9728566,8.9857495,0.77026643,0.39845341,0.36207872
192,15,9200,6.6584157,7.9729036,8.9718946,0.76343688,0.39845371,0.36207909
193,15,9300,6.6669455,7.9729495,8.9583604,0.75677087,0.39845401,0.36207945
194,15,9400,6.6753571,7.9729944,8.9451359,0.75026309,0.3984543,0.3620798
195,15,9500,6.6836522,7.9730383,8.9322109,0.74390845,0.39845459,0.36208014
196,15,9600,6.6918324,7.9730812,8.9195756,0.73770208,0.39845487,0.36208048
197,15,9700,6.6998994,7.9731232,8.9072206,0.73163929,0.39845514,0.36208081
198,15,9800,6.7078549,7.9731643,8.8951368,0.7257156,0.39845541,0.36208113
199,15,9900,6.7157006,7.9732046,8.8833156,0.71992672,0.39845567,0.36208145
200,15,10000,6.7234383,7.9732439,8.8717487,0.71426849,0.39845593,0.36208176
201,20,100,43.89765,7.695082,51.29275,52.01889,0.5298411,0.4776878
202,20,200,34.99607,7.777546,42.64063,28.96166,0.5301103,0.4801118
203,20,300,28.84367,7.826884,36.62302,20.03465,0.5303929,0.4809975
204,20,400,24.38569,7.858766,32.23575,15.30679,0.5305821,0.4814538
205,20,500,21.03355,7.880633,28.91388,12.38149,0.5307129,0.4817316
206,20,600,18.43903,7.89635,26.32143,10.39363,0.5308077,0.4819184
207,20,700,16.38481,7.908076,24.24805,8.955174,0.5308793,0.4820526
208,20,800,14.72895,7.917092,22.55609,7.866226,0.5309352,0.4821536
209,20,900,13.37504,7.924201,21.15201,7.013354,0.53098,0.4822324
210,20,1000,12.25536,7.929925,19.97018,6.327413,0.5310166,0.4822956
211,20,1100,11.320986,7.9346151,18.963248,5.7638546,0.53104721,0.48234736
212,20,1200,10.535621,7.938518,18.096276,5.2926847,0.53107307,0.48239058
213,20,1300,9.8717591,7.9418087,17.342922,4.8929699,0.53109524,0.48242719
214,20,1400,9.3081291,7.9446153,16.682974,4.549656,0.53111445,0.48245861
215,20,1500,8.8279876,7.9470333,16.10068,4.2516397,0.53113125,0.48248585
216,20,1600,8.4179485,7.9491356,15.583587,3.9905526,0.53114607,0.48250971
217,20,1700,8.0671612,7.9509778,15.12173,3.7599678,0.53115924,0.48253078
218,20,1800,7.766724,7.952604,14.707039,3.5548678,0.53117102,0.48254952
219,20,1900,7.509259,7.9540487,14.33292,3.3712782,0.53118162,0.48256629
220,20,2000,7.2885977,7.9553398,13.993929,3.2060103,0.53119121,0.48258139
221,20,2100,7.0995456,7.9564998,13.685537,3.0564756,0.53119992,0.48259506
222,20,2200,6.9377021,7.9575471,13.403946,2.9205514,0.53120787,0.48260749
223,20,2300,6.7993221,7.958497,13.145949,2.7964803,0.53121516,0.48261885
224,20,2400,6.6812054,7.9593619,12.908822,2.6827948,0.53122186,0.48262926
225,20,2500,6.5806096,7.9601526,12.690234,2.5782602,0.53122805,0.48263884
226,20,2600,6.4951788,7.9608779,12.488182,2.4818298,0.53123377,0.48264768
227,20,2700,6.422885,7.9615455,12.300937,2.3926106,0.53123909,0.48265588
228,20,2800,6.3619801,7.9621617,12.126995,2.3098363,0.53124403,0.48266348
229,20,2900,6.3109546,7.9627322,11.965046,2.2328451,0.53124865,0.48267057
230,20,3000,6.2685043,7.9632617,11.813941,2.161063,0.53125297,0.48267718
231,20,3100,6.2335003,7.9637544,11.672672,2.0939893,0.53125702,0.48268337
232,20,3200,6.2049653,7.9642139,11.540348,2.0311855,0.53126082,0.48268918
233,20,3300,6.1820519,7.9646434,11.41618,1.9722659,0.5312644,0.48269463
234,20,3400,6.1640248,7.9650457,11.299467,1.9168898,0.53126777,0.48269976
235,20,3500,6.1502455,7.9654233,11.189584,1.8647551,0.53127095,0.4827046
236,20,3600,6.1401589,7.9657782,11.085974,1.8155932,0.53127396,0.48270917
237,20,3700,6.133282,7.9661125,10.988134,1.7691641,0.53127682,0.48271349
238,20,3800,6.1291943,7.9664278,10.895616,1.7252531,0.53127952,0.48271759
239,20,3900,6.1275291,7.9667258,10.808013,1.6836673,0.53128209,0.48272148
240,20,4000,6.1279666,7.9670077,10.72496,1.644233,0.53128454,0.48272517
241,20,4100,6.1302274,7.9672748,10.646124,1.6067932,0.53128687,0.48272869
242,20,4200,6.1340674,7.9675282,10.571205,1.571206,0.53128909,0.48273203
243,20,4300,6.1392731,7.967769,10.499928,1.5373425,0.5312912,0.48273522
244,20,4400,6.1456576,7.967998,10.432045,1.5050853,0.53129323,0.48273827
245,20,4500,6.153057,7.9682161,10.367327,1.4743276,0.53129516,0.48274118
246,20,4600,6.1613278,7.968424,10.305567,1.4449717,0.53129702,0.48274397
247,20,4700,6.1703441,7.9686224,10.246574,1.4169282,0.53129879,0.48274663
248,20,4800,6.1799952,7.9688119,10.190173,1.3901151,0.5313005,0.48274919
249,20,4900,6.1901842,7.9689932,10.136202,1.3644571,0.53130213,0.48275164
250,20,5000,6.2008256,7.9691666,10.084513,1.3398849,0.5313037,0.48275399
251,20,5100,6.2118445,7.9693328,10.03497,1.3163345,0.53130521,0.48275626
252,20,5200,6.2231751,7.9694922,9.9874463,1.2937468,0.53130667,0.48275843
253,20,5300,6.2347592,7.9696451,9.9418252,1.2720672,0.53130806,0.48276052
254,20,5400,6.246546,7.969792,9.8979987,1.2512452,0.53130941,0.48276254
255,20,5500,6.2584907,7.9699331,9.8558664,1.2312338,0.53131071,0.48276448
256,20,5600,6.2705539,7.9700689,9.8153351,1.2119894,0.53131197,0.48276635
257,20,5700,6.2827009,7.9701996,9.7763184,1.1934714,0.53131318,0.48276816
258,20,5800,6.2949015,7.9703254,9.7387356,1.1756422,0.53131435,0.48276991
259,20,5900,6.307129,7.9704467,9.7025117,1.1584663,0.53131548,0.48277159
260,20,6000,6.3193599,7.9705637,9.6675766,1.141911,0.53131657,0.48277322
261,20,6100,6.3315739,7.9706767,9.6338649,1.1259455,0.53131763,0.4827748
262,20,6200,6.3437531,7.9707857,9.6013154,1.110541,0.53131865,0.48277632
263,20,6300,6.3558819,7.970891,9.5698709,1.0956706,0.53131965,0.4827778
264,20,6400,6.3679466,7.9709929,9.5394778,1.081309,0.53132061,0.48277923
265,20,6500,6.3799356,7.9710914,9.5100858,1.0674324,0.53132154,0.48278062
266,20,6600,6.3918386,7.9711867,9.4816476,1.0540186,0.53132245,0.48278196
267,20,6700,6.4036468,7.971279,9.4541191,1.0410465,0.53132332,0.48278327
268,20,6800,6.4153527,7.9713685,9.4274584,1.0284964,0.53132418,0.48278454
269,20,6900,6.4269499,7.9714551,9.4016264,1.0163498,0.531325,0.48278577
270,20,7000,6.4384328,7.9715392,9.3765861,1.004589,0.53132581,0.48278696
271,20,7100,6.449797,7.9716207,9.3523028,0.99319749,0.53132659,0.48278812
272,20,7200,6.4610387,7.9716998,9.3287434,0.98215962,0.53132735,0.48278925
273,20,7300,6.4721546,7.9717767,9.305877,0.97146058,0.53132809,0.48279035
274,20,7400,6.4831424,7.9718513,9.2836744,0.96108638,0.53132881,0.48279142
275,20,7500,6.494,7.9719238,9.2621078,0.95102376,0.53132952,0.48279246
276,20,7600,6.5047259,7.9719943,9.241151,0.94126015,0.5313302,0.48279347
277,20,7700,6.5153192,7.9720629,9.2207791,0.93178364,0.53133086,0.48279446
278,20,7800,6.525779,7.9721296,9.2009687,0.92258294,0.53133151,0.48279542
279,20,7900,6.5361051,7.9721945,9.1816974,0.91364729,0.53133215,0.48279635
280,20,8000,6.5462974,7.9722577,9.1629442,0.90496652,0.53133276,0.48279727
281,20,8100,6.556356,7.9723193,9.1446888,0.89653092,0.53133337,0.48279816
282,20,8200,6.5662814,7.9723792,9.1269123,0.88833126,0.53133395,0.48279903
283,20,8300,6.5760743,7.9724377,9.1095965,0.88035877,0.53133453,0.48279988
284,20,8400,6.5857353,7.9724947,9.0927241,0.87260508,0.53133509,0.4828007
285,20,8500,6.5952655,7.9725502,9.0762788,0.86506222,0.53133563,0.48280151
286,20,8600,6.6046659,7.9726044,9.0602449,0.85772259,0.53133617,0.4828023
287,20,8700,6.6139377,7.9726573,9.0446076,0.85057895,0.53133669,0.48280307
288,20,8800,6.6230823,7.9727089,9.0293526,0.84362436,0.5313372,0.48280383
289,20,8900,6.6321008,7.9727593,9.0144664,0.83685221,0.5313377,0.48280457
290,20,9000,6.6409949,7.9728085,8.9999362,0.83025619,0.53133819,0.48280529
291,20,9100,6.649766,7.9728566,8.9857495,0.82383026,0.53133866,0.48280599
292,20,9200,6.6584157,7.9729036,8.9718946,0.81756864,0.53133913,0.48280668
293,20,9300,6.6669455,7.9729495,8.9583604,0.81146581,0.53133959,0.48280736
294,20,9400,6.6753571,7.9729944,8.9451359,0.80551646,0.53134004,0.48280802
295,20,9500,6.6836522,7.9730383,8.9322109,0.79971554,0.53134047,0.48280866
296,20,9600,6.6918324,7.9730812,8.9195756,0.79405817,0.5313409,0.4828093
297,20,9700,6.6998994,7.9731232,8.9072206,0.78853972,0.53134132,0.48280992
298,20,9800,6.7078549,7.9731643,8.8951368,0.7831557,0.53134174,0.48281052
299,20,9900,6.7157006,7.9732046,8.8833156,0.77790184,0.53134214,0.48281112
300,20,10000,6.7234383,7.9732439,8.8717487,0.77277402,0.53134253,0.4828117
301,25,100,43.89765,7.695082,51.29275,49.43019,0.6629382,0.5956406
302,25,200,34.99607,7.777546,42.64063,28.16501,0.6628142,0.5992972
303,25,300,28.84367,7.826884,36.62302,19.6516,0.6630742,0.600678
304,25,400,24.38569,7.858766,32.23575,15.08105,0.6632855,0.6013979
305,25,500,21.03355,7.880633,28.91388,12.23221,0.6634424,0.6018388
306,25,600,18.43903,7.89635,26.32143,10.28746,0.6635606,0.6021364
307,25,700,16.38481,7.908076,24.24805,8.875885,0.6636521,0.6023507
308,25,800,14.72895,7.917092,22.55609,7.804978,0.6637246,0.6025123
309,25,900,13.37504,7.924201,21.15201,6.964927,0.6637835,0.6026385
310,25,1000,12.25536,7.929925,19.97018,6.288526,0.6638321,0.6027398
311,25,1100,11.320986,7.9346151,18.963248,5.7323405,0.66387292,0.60282288
312,25,1200,10.535621,7.938518,18.096276,5.2670551,0.66390767,0.60289227
313,25,1300,9.8717591,7.9418087,17.342922,4.8721681,0.6639376,0.60295108
314,25,1400,9.3081291,7.9446153,16.682974,4.532911,0.66396363,0.60300157
315,25,1500,8.8279876,7.9470333,16.10068,4.2383754,0.66398648,0.60304537
316,25,1600,8.4179485,7.9491356,15.583587,3.9803296,0.66400669,0.60308375
317,25,1700,8.0671612,7.9509778,15.12173,3.752445,0.6640247,0.60311763
318,25,1800,7.766724,7.952604,14.707039,3.5497762,0.66404085,0.60314778
319,25,1900,7.509259,7.9540487,14.33292,3.3684026,0.66405541,0.60317478
320,25,2000,7.2885977,7.9553398,13.993929,3.205176,0.66406859,0.60319909
321,25,2100,7.0995456,7.9564998,13.685537,3.0575397,0.6640806,0.60322109
322,25,2200,6.9377021,7.9575471,13.403946,2.9233953,0.66409157,0.60324111
323,25,2300,6.7993221,7.958497,13.145949,2.8010045,0.66410164,0.6032594
324,25,2400,6.6812054,7.9593619,12.908822,2.6889156,0.66411092,0.60327616
325,25,2500,6.5806096,7.9601526,12.690234,2.5859058,0.66411948,0.6032916
326,25,2600,6.4951788,7.9608779,12.488182,2.4909386,0.66412742,0.60330585
327,25,2700,6.422885,7.9615455,12.300937,2.4031293,0.6641348,0.60331905
328,25,2800,6.3619801,7.9621617,12.126995,2.3217181,0.66414167,0.60333131
329,25,2900,6.3109546,7.9627322,11.965046,2.246049,0.66414809,0.60334273
330,25,3000,6.2685043,7.9632617,11.813941,2.1755526,0.66415409,0.60335339
331,25,3100,6.2335003,7.9637544,11.672672,2.1097321,0.66415973,0.60336336
332,25,3200,6.2049653,7.9642139,11.540348,2.0481523,0.66416502,0.60337272
333,25,3300,6.1820519,7.9646434,11.41618,1.9904302,0.66417001,0.60338151
